Ticker,TotalTime,logDate,logTime,priceOpen,priceHigh,priceLow,priceClose,amount
BTCUSDT,201801051200,20180105,1200,15098.12,15180.0,14642.0,14965.37,1015.117957
BTCUSDT,201801051300,20180105,1300,14970.0,15083.63,14600.0,14820.05,947.316775
BTCUSDT,201801051400,20180105,1400,14820.05,15038.75,14756.0,15000.0,863.362834
BTCUSDT,201801051500,20180105,1500,14999.0,15020.0,14700.0,14952.34,779.698664
BTCUSDT,201801051600,20180105,1600,14952.34,14979.78,14822.32,14920.14,844.120506
BTCUSDT,201801051700,20180105,1700,14916.95,15450.0,14880.0,15424.81,949.347149
BTCUSDT,201801051800,20180105,1800,15429.6,16111.0,15429.6,15880.39,1397.016119
BTCUSDT,201801051900,20180105,1900,15873.5,16350.0,15826.37,16138.23,804.132075
BTCUSDT,201801052000,20180105,2000,16105.06,16185.65,15869.07,16090.69,1084.829419
BTCUSDT,201801052100,20180105,2100,16090.7,16140.09,15762.9,15838.0,1005.422193
BTCUSDT,201801052200,20180105,2200,15838.0,16199.0,15750.0,16093.94,996.320352
BTCUSDT,201801052300,20180105,2300,16071.62,16267.04,15901.01,16103.18,991.73917
BTCUSDT,201801060000,20180106,0,16103.18,16170.0,15980.63,16087.72,787.31932
BTCUSDT,201801060100,20180106,100,16094.99,16500.0,16087.73,16449.0,1007.615517
BTCUSDT,201801060200,20180106,200,16449.0,17118.13,16420.0,16650.0,937.578122
BTCUSDT,201801060300,20180106,300,16650.0,16988.0,16475.78,16579.0,1010.442838
BTCUSDT,201801060400,20180106,400,16579.0,16673.0,16310.0,16593.01,1255.478351
BTCUSDT,201801060500,20180106,500,16594.14,16670.0,16353.0,16668.36,1068.054734
BTCUSDT,201801060600,20180106,600,16673.0,16950.0,16650.01,16799.95,1070.422615
BTCUSDT,201801060700,20180106,700,16799.94,17047.92,16645.24,17021.36,896.537944
BTCUSDT,201801060800,20180106,800,17021.36,17176.24,16801.02,16960.39,929.761738
BTCUSDT,201801060900,20180106,900,16960.39,16999.0,16677.98,16998.0,830.785144
BTCUSDT,201801061000,20180106,1000,16998.0,17099.99,16823.0,17025.03,1103.392744
BTCUSDT,201801061100,20180106,1100,17025.03,17073.26,16288.0,16540.99,1172.708274
BTCUSDT,201801061200,20180106,1200,16505.04,16746.0,16363.1,16521.59,1140.827478
BTCUSDT,201801061300,20180106,1300,16521.57,16600.5,16300.0,16470.09,1030.651665
BTCUSDT,201801061400,20180106,1400,16477.49,16750.0,16422.43,16642.84,471.806854
BTCUSDT,201801061500,20180106,1500,16637.82,16719.38,16571.04,16604.99,259.476686
BTCUSDT,201801061600,20180106,1600,16600.0,16605.0,16415.21,16518.0,402.045227
BTCUSDT,201801061700,20180106,1700,16500.18,16600.0,16414.55,16440.0,526.987415
BTCUSDT,201801061800,20180106,1800,16439.99,16538.01,16340.0,16419.96,631.593515
BTCUSDT,201801061900,20180106,1900,16419.95,16750.01,16390.0,16690.2,624.785297
BTCUSDT,201801062000,20180106,2000,16690.2,16750.01,16422.63,16529.89,786.638636
BTCUSDT,201801062100,20180106,2100,16505.16,16557.36,16151.12,16214.91,926.819037
BTCUSDT,201801062200,20180106,2200,16214.92,16372.99,16011.21,16168.0,891.972764
BTCUSDT,201801062300,20180106,2300,16159.69,16488.98,16145.0,16403.01,889.593692
BTCUSDT,201801070000,20180107,0,16419.99,16639.0,16335.03,16556.22,928.568326
BTCUSDT,201801070100,20180107,100,16550.04,16982.0,16501.75,16892.24,829.667165
BTCUSDT,201801070200,20180107,200,16892.23,16940.0,16713.11,16889.93,758.742108
BTCUSDT,201801070300,20180107,300,16854.03,16929.99,16582.98,16769.89,780.126895
BTCUSDT,201801070400,20180107,400,16775.0,16839.15,16612.19,16770.01,837.151453
BTCUSDT,201801070500,20180107,500,16770.01,16877.18,16707.26,16784.0,537.793754
BTCUSDT,201801070600,20180107,600,16806.99,16840.34,16612.18,16790.99,729.948339
BTCUSDT,201801070700,20180107,700,16790.99,17132.18,16790.0,16975.0,839.510079
BTCUSDT,201801070800,20180107,800,16975.01,17143.13,16975.0,17069.79,639.864961
BTCUSDT,201801070900,20180107,900,17069.79,17099.96,16800.0,17009.09,723.097184
BTCUSDT,201801071000,20180107,1000,16950.04,17017.77,16792.01,16951.02,786.542762
BTCUSDT,201801071100,20180107,1100,16951.02,16967.97,16711.0,16742.94,811.636768
BTCUSDT,201801071200,20180107,1200,16742.94,16800.0,16605.01,16740.68,833.027889
BTCUSDT,201801071300,20180107,1300,16727.93,16740.66,16400.0,16546.93,775.910726
BTCUSDT,201801071400,20180107,1400,16547.59,16744.94,16500.0,16564.0,698.237458
BTCUSDT,201801071500,20180107,1500,16564.0,16683.44,16400.0,16417.05,721.569884
BTCUSDT,201801071600,20180107,1600,16418.0,16749.98,16409.71,16746.99,577.84518
BTCUSDT,201801071700,20180107,1700,16747.0,16886.75,16695.66,16719.02,640.796589
BTCUSDT,201801071800,20180107,1800,16719.01,16800.0,16579.33,16690.06,443.503664
BTCUSDT,201801071900,20180107,1900,16690.06,16814.72,16633.16,16739.0,215.643791
BTCUSDT,201801072000,20180107,2000,16738.99,16780.96,16560.02,16607.0,175.762476
BTCUSDT,201801072100,20180107,2100,16611.0,16649.05,16480.0,16500.0,257.126876
BTCUSDT,201801072200,20180107,2200,16537.98,16550.98,16300.0,16386.0,359.77685
BTCUSDT,201801072300,20180107,2300,16386.0,16592.0,16376.99,16520.02,271.768469
BTCUSDT,201801080000,20180108,0,16520.02,16568.36,16400.47,16439.65,324.37927
BTCUSDT,201801080100,20180108,100,16439.64,16474.87,15750.0,15999.99,834.594917
BTCUSDT,201801080200,20180108,200,16000.0,16287.3,15715.06,15800.01,914.068253
BTCUSDT,201801080300,20180108,300,15800.01,16099.99,15610.0,16019.25,734.469015
BTCUSDT,201801080400,20180108,400,16020.58,16199.96,15920.0,16100.9,295.322998
BTCUSDT,201801080500,20180108,500,16100.9,16198.99,15872.07,16145.01,311.773627
BTCUSDT,201801080600,20180108,600,16145.01,16299.95,16108.0,16198.99,220.148967
BTCUSDT,201801080700,20180108,700,16198.99,16500.0,16000.94,16446.0,265.042205
BTCUSDT,201801080800,20180108,800,16446.0,16461.28,16126.85,16150.03,301.07974
BTCUSDT,201801080900,20180108,900,16218.85,16322.3,15908.06,15948.96,581.369323
BTCUSDT,201801081000,20180108,1000,15941.93,16001.8,15655.0,15850.07,878.804115
BTCUSDT,201801081100,20180108,1100,15850.08,16100.0,15830.01,16037.38,765.781916
BTCUSDT,201801081200,20180108,1200,16030.01,16031.99,15514.99,15670.37,948.18878
BTCUSDT,201801081300,20180108,1300,15632.48,15840.0,15510.0,15641.01,638.906874
BTCUSDT,201801081400,20180108,1400,15641.01,15899.99,15476.0,15768.71,821.479933
BTCUSDT,201801081500,20180108,1500,15768.71,15828.5,15639.64,15757.27,782.811957
BTCUSDT,201801081600,20180108,1600,15752.7,15921.68,15752.69,15865.0,814.233803
BTCUSDT,201801081700,20180108,1700,15864.99,15869.97,15355.01,15477.74,776.730486
BTCUSDT,201801081800,20180108,1800,15471.0,15520.0,14619.0,14650.0,1812.077172
BTCUSDT,201801081900,20180108,1900,14650.0,15183.59,14551.0,15183.59,1376.251498
BTCUSDT,201801082000,20180108,2000,15183.59,15468.12,15160.03,15400.0,938.8521
BTCUSDT,201801082100,20180108,2100,15414.0,15499.0,15235.0,15348.0,766.948091
BTCUSDT,201801082200,20180108,2200,15348.52,15463.99,14444.0,14609.88,1408.745552
BTCUSDT,201801082300,20180108,2300,14659.88,14693.01,13155.0,13489.95,2512.360318
BTCUSDT,201801090000,20180109,0,13489.95,14700.0,12812.0,14299.98,4047.595
BTCUSDT,201801090100,20180109,100,14297.9,14966.51,14238.32,14839.78,1684.153594
BTCUSDT,201801090200,20180109,200,14819.43,14933.0,14339.78,14699.95,1220.080175
BTCUSDT,201801090300,20180109,300,14739.8,15100.0,14580.22,14900.0,723.505895
BTCUSDT,201801090400,20180109,400,14900.0,15247.33,14781.99,15196.55,516.53504
BTCUSDT,201801090500,20180109,500,15196.56,15270.99,14527.08,14899.7,835.157357
BTCUSDT,201801090600,20180109,600,14899.7,15099.0,14758.96,14888.97,357.169686
BTCUSDT,201801090700,20180109,700,14889.3,14920.0,14480.0,14580.0,692.058431
BTCUSDT,201801090800,20180109,800,14564.09,15000.0,14392.32,14902.54,700.812816
BTCUSDT,201801090900,20180109,900,14902.54,15290.0,14811.0,15245.89,629.83399
BTCUSDT,201801091000,20180109,1000,15245.89,15320.0,14701.0,15240.24,689.518478
BTCUSDT,201801091100,20180109,1100,15242.34,15302.0,15067.62,15216.3,451.618264
BTCUSDT,201801091200,20180109,1200,15222.11,15500.0,15053.22,15210.0,496.7602
BTCUSDT,201801091300,20180109,1300,15186.53,15397.0,15110.46,15349.0,328.505784
BTCUSDT,201801091400,20180109,1400,15349.0,15360.0,14670.0,14880.0,745.572239
BTCUSDT,201801091500,20180109,1500,14880.0,14993.17,14601.0,14845.27,660.538131
BTCUSDT,201801091600,20180109,1600,14845.26,15150.0,14840.29,15062.28,360.08061
BTCUSDT,201801091700,20180109,1700,15062.28,15300.0,15000.0,15190.56,330.36536
BTCUSDT,201801091800,20180109,1800,15190.56,15199.0,14766.0,14811.0,390.22899
BTCUSDT,201801091900,20180109,1900,14802.01,14816.1,14170.33,14500.0,1244.813107
BTCUSDT,201801092000,20180109,2000,14500.0,14800.0,14382.0,14726.0,587.911186
BTCUSDT,201801092100,20180109,2100,14726.0,14829.98,14401.0,14659.57,597.657793
BTCUSDT,201801092200,20180109,2200,14650.0,14700.0,14011.05,14041.03,1156.79025
BTCUSDT,201801092300,20180109,2300,14072.87,14640.99,14064.13,14560.48,1087.916231
BTCUSDT,201801100000,20180110,0,14551.42,14800.0,14485.0,14654.96,664.173421
BTCUSDT,201801100100,20180110,100,14655.01,14998.62,14585.01,14951.01,508.127496
BTCUSDT,201801100200,20180110,200,14968.0,14982.0,14778.47,14949.98,359.334537
BTCUSDT,201801100300,20180110,300,14949.98,14990.0,14799.01,14803.44,291.787757
BTCUSDT,201801100400,20180110,400,14803.46,14863.93,14650.0,14717.82,399.711358
BTCUSDT,201801100500,20180110,500,14717.82,14861.56,14600.0,14755.03,393.305328
BTCUSDT,201801100600,20180110,600,14755.33,14780.0,14420.0,14462.81,425.531853
BTCUSDT,201801100700,20180110,700,14452.0,14536.36,14182.84,14254.92,714.207127
BTCUSDT,201801100800,20180110,800,14234.7,14454.95,14125.0,14400.0,800.714763
BTCUSDT,201801100900,20180110,900,14401.0,14480.0,13750.0,13989.04,1151.731682
BTCUSDT,201801101000,20180110,1000,13989.04,14327.94,13945.9,14121.58,647.904981
BTCUSDT,201801101100,20180110,1100,14120.0,14300.0,14061.42,14226.99,421.451308
BTCUSDT,201801101200,20180110,1200,14211.0,14300.01,13950.0,13964.05,602.167204
BTCUSDT,201801101300,20180110,1300,13980.0,14323.0,13866.66,14240.88,759.187875
BTCUSDT,201801101400,20180110,1400,14240.88,14255.32,13924.05,14136.72,730.701129
BTCUSDT,201801101500,20180110,1500,14136.77,14349.99,14034.31,14219.61,506.310346
BTCUSDT,201801101600,20180110,1600,14219.61,14262.33,13855.0,13979.0,740.318537
BTCUSDT,201801101700,20180110,1700,13978.95,13979.0,13131.31,13394.0,2131.528444
BTCUSDT,201801101800,20180110,1800,13394.0,13877.67,13329.96,13754.38,1130.836641
BTCUSDT,201801101900,20180110,1900,13750.6,13879.99,13485.09,13692.21,895.464459
BTCUSDT,201801102000,20180110,2000,13735.96,14128.3,13650.0,13919.08,763.192245
BTCUSDT,201801102100,20180110,2100,13919.09,13965.0,13710.0,13761.15,616.622062
BTCUSDT,201801102200,20180110,2200,13761.17,14100.0,13639.06,13861.94,576.261177
BTCUSDT,201801102300,20180110,2300,13813.1,13939.43,13500.0,13630.0,810.804362
BTCUSDT,201801110000,20180111,0,13600.56,14490.0,13600.56,14399.95,1217.362056
BTCUSDT,201801110100,20180111,100,14399.95,14698.12,14360.11,14412.19,950.79266
BTCUSDT,201801110200,20180111,200,14424.51,14599.91,14270.97,14567.51,490.576202
BTCUSDT,201801110300,20180111,300,14550.0,14735.43,14380.0,14548.32,440.541552
BTCUSDT,201801110400,20180111,400,14548.32,14549.95,14172.95,14349.98,356.262305
BTCUSDT,201801110500,20180111,500,14349.98,14535.99,14240.0,14480.16,296.783093
BTCUSDT,201801110600,20180111,600,14480.16,14589.99,14420.03,14515.0,313.881121
BTCUSDT,201801110700,20180111,700,14500.0,14579.99,14251.0,14500.0,425.009387
BTCUSDT,201801110800,20180111,800,14488.77,14955.66,14404.96,14907.09,435.310827
BTCUSDT,201801110900,20180111,900,14940.0,14968.68,14513.11,14567.04,559.031691
BTCUSDT,201801111000,20180111,1000,14573.99,14624.12,14295.0,14427.87,552.907834
BTCUSDT,201801111100,20180111,1100,14377.94,14505.02,14065.0,14137.32,487.294801
BTCUSDT,201801111200,20180111,1200,14137.32,14147.91,12613.0,12920.0,3381.173271
BTCUSDT,201801111300,20180111,1300,12911.92,13480.0,11400.0,13108.2,6085.367316
BTCUSDT,201801111400,20180111,1400,13117.99,13613.81,12602.0,12868.84,3523.58284
BTCUSDT,201801111500,20180111,1500,12868.84,13499.99,12780.03,13188.02,1895.062316
BTCUSDT,201801111600,20180111,1600,13228.66,13631.98,13000.81,13530.42,1364.41337
BTCUSDT,201801111700,20180111,1700,13530.42,13868.37,13530.42,13656.49,1027.997033
BTCUSDT,201801111800,20180111,1800,13656.0,13896.7,13300.0,13425.24,777.257475
BTCUSDT,201801111900,20180111,1900,13425.25,13569.64,13209.99,13254.31,643.250101
BTCUSDT,201801112000,20180111,2000,13254.31,13504.85,13041.0,13385.1,1231.727162
BTCUSDT,201801112100,20180111,2100,13385.1,13942.45,13282.13,13803.0,1048.002392
BTCUSDT,201801112200,20180111,2200,13803.0,13939.0,13628.01,13754.95,992.273766
BTCUSDT,201801112300,20180111,2300,13754.95,14141.0,13680.83,14100.0,1103.789204
BTCUSDT,201801120000,20180112,0,14070.07,14400.0,13862.0,13958.08,1297.4281
BTCUSDT,201801120100,20180112,100,13950.05,14190.0,13907.0,13949.26,656.4901
BTCUSDT,201801120200,20180112,200,13949.26,13966.63,13609.19,13650.01,783.985153
BTCUSDT,201801120300,20180112,300,13650.01,13849.99,13620.0,13661.5,645.060283
BTCUSDT,201801120400,20180112,400,13661.35,13772.52,13205.58,13430.16,703.993324
BTCUSDT,201801120500,20180112,500,13400.0,13655.92,13050.06,13400.0,852.382387
BTCUSDT,201801120600,20180112,600,13405.0,13434.56,13008.0,13379.51,915.885084
BTCUSDT,201801120700,20180112,700,13379.51,13459.0,12816.94,12975.99,1077.485523
BTCUSDT,201801120800,20180112,800,12975.99,13400.0,12511.0,13238.78,1948.883225
BTCUSDT,201801120900,20180112,900,13238.76,13238.76,12500.0,12974.12,1512.63777
BTCUSDT,201801121000,20180112,1000,12964.89,13500.0,12906.27,13392.56,924.692877
BTCUSDT,201801121100,20180112,1100,13392.56,13549.98,13228.01,13399.71,641.344154
BTCUSDT,201801121200,20180112,1200,13373.0,13855.0,13349.81,13850.0,1093.028678
BTCUSDT,201801121300,20180112,1300,13854.95,13880.0,13524.69,13770.53,680.426656
BTCUSDT,201801121400,20180112,1400,13760.01,13850.0,13354.1,13550.0,709.097789
BTCUSDT,201801121500,20180112,1500,13550.0,13875.4,13517.78,13861.0,683.003148
BTCUSDT,201801121600,20180112,1600,13861.0,13966.63,13700.0,13722.04,806.940643
BTCUSDT,201801121700,20180112,1700,13722.04,13770.0,13490.0,13650.99,600.936336
BTCUSDT,201801121800,20180112,1800,13630.07,13670.0,13301.99,13476.03,507.0698
BTCUSDT,201801121900,20180112,1900,13496.99,13977.0,13476.03,13941.22,610.208586
BTCUSDT,201801122000,20180112,2000,13940.0,14109.78,13832.13,13900.02,714.759093
BTCUSDT,201801122100,20180112,2100,13900.02,14059.48,13738.56,14039.63,498.458511
BTCUSDT,201801122200,20180112,2200,14013.55,14047.99,13741.35,13811.74,568.811595
BTCUSDT,201801122300,20180112,2300,13811.74,13872.99,13601.0,13824.0,591.4191
BTCUSDT,201801130000,20180113,0,13824.0,13850.0,13358.99,13411.79,983.004434
BTCUSDT,201801130100,20180113,100,13411.79,13600.0,13222.0,13365.03,1128.94006
BTCUSDT,201801130200,20180113,200,13370.0,13600.0,13250.32,13520.01,765.792875
BTCUSDT,201801130300,20180113,300,13520.06,13568.99,13350.0,13405.28,390.669897
BTCUSDT,201801130400,20180113,400,13379.69,13801.01,13350.0,13717.0,550.450245
BTCUSDT,201801130500,20180113,500,13717.0,13900.0,13625.08,13899.98,430.379554
BTCUSDT,201801130600,20180113,600,13880.01,13899.9,13700.0,13700.81,278.483004
BTCUSDT,201801130700,20180113,700,13714.99,13759.85,13510.0,13646.99,332.844667
BTCUSDT,201801130800,20180113,800,13646.98,13780.05,13600.0,13740.01,413.762665
BTCUSDT,201801130900,20180113,900,13749.95,14149.0,13706.15,14060.01,744.171115
BTCUSDT,201801131000,20180113,1000,14033.36,14250.0,13958.95,14170.38,947.452357
BTCUSDT,201801131100,20180113,1100,14184.97,14189.01,14059.48,14063.01,570.911835
BTCUSDT,201801131200,20180113,1200,14062.99,14092.64,13820.0,14066.0,670.71543
BTCUSDT,201801131300,20180113,1300,14065.99,14092.52,13948.42,14016.24,409.346207
BTCUSDT,201801131400,20180113,1400,14016.23,14194.75,13999.04,14130.0,637.593085
BTCUSDT,201801131500,20180113,1500,14148.81,14148.81,13948.41,14108.57,457.536108
BTCUSDT,201801131600,20180113,1600,14102.19,14320.0,14049.99,14255.09,516.494585
BTCUSDT,201801131700,20180113,1700,14250.0,14254.0,14071.0,14140.0,404.379679
BTCUSDT,201801131800,20180113,1800,14135.02,14172.78,13974.94,14171.05,443.716737
BTCUSDT,201801131900,20180113,1900,14150.0,14249.5,13981.07,14129.08,504.026766
BTCUSDT,201801132000,20180113,2000,14130.04,14200.0,14011.36,14178.0,328.55635
BTCUSDT,201801132100,20180113,2100,14166.0,14377.99,14143.22,14279.0,507.616754
BTCUSDT,201801132200,20180113,2200,14279.01,14560.0,14270.0,14527.86,618.3789
BTCUSDT,201801132300,20180113,2300,14520.0,14580.0,14254.99,14357.49,798.31177
BTCUSDT,201801140000,20180114,0,14357.49,14370.07,14083.55,14241.26,643.616188
BTCUSDT,201801140100,20180114,100,14257.84,14357.0,14150.0,14209.0,561.583739
BTCUSDT,201801140200,20180114,200,14200.0,14329.92,14141.01,14318.0,453.145899
BTCUSDT,201801140300,20180114,300,14318.0,14350.0,14186.0,14259.37,466.659231
BTCUSDT,201801140400,20180114,400,14259.37,14270.27,13923.18,14089.34,467.067665
BTCUSDT,201801140500,20180114,500,14086.64,14213.32,14062.0,14143.0,266.46845
BTCUSDT,201801140600,20180114,600,14142.99,14255.0,14022.0,14170.2,298.366456
BTCUSDT,201801140700,20180114,700,14162.0,14348.19,14150.0,14329.99,258.16762
BTCUSDT,201801140800,20180114,800,14329.81,14346.0,14142.01,14210.0,247.225602
BTCUSDT,201801140900,20180114,900,14210.0,14274.99,14109.77,14239.79,260.314665
BTCUSDT,201801141000,20180114,1000,14239.79,14339.5,14178.26,14300.2,283.897422
BTCUSDT,201801141100,20180114,1100,14300.2,14330.0,14130.01,14189.95,303.194315
BTCUSDT,201801141200,20180114,1200,14188.99,14189.95,14088.55,14162.0,236.216774
BTCUSDT,201801141300,20180114,1300,14165.0,14200.0,13537.0,13644.42,1102.573529
BTCUSDT,201801141400,20180114,1400,13629.98,13791.51,13359.07,13763.89,865.122519
BTCUSDT,201801141500,20180114,1500,13762.88,13887.49,13641.0,13783.32,380.858536
BTCUSDT,201801141600,20180114,1600,13819.0,13863.86,13515.71,13590.0,334.163364
BTCUSDT,201801141700,20180114,1700,13590.0,13720.0,13550.0,13623.0,371.95989
BTCUSDT,201801141800,20180114,1800,13623.0,13623.0,13250.0,13411.06,1076.527175
BTCUSDT,201801141900,20180114,1900,13411.36,13588.0,13368.0,13410.38,534.90081
BTCUSDT,201801142000,20180114,2000,13410.38,13459.98,13120.0,13280.15,980.695274
BTCUSDT,201801142100,20180114,2100,13280.16,13307.11,12580.0,12881.32,2475.252001
BTCUSDT,201801142200,20180114,2200,12881.56,13426.45,12850.0,13398.01,1201.826126
BTCUSDT,201801142300,20180114,2300,13399.08,13410.0,13219.63,13301.99,846.504597
BTCUSDT,201801150000,20180115,0,13301.99,13310.0,12569.2,12869.89,1729.98244
BTCUSDT,201801150100,20180115,100,12869.82,13152.43,12690.01,13065.02,903.970238
BTCUSDT,201801150200,20180115,200,13065.02,13300.0,12901.0,13270.75,518.150269
BTCUSDT,201801150300,20180115,300,13280.22,13450.0,13150.0,13265.0,476.891462
BTCUSDT,201801150400,20180115,400,13265.0,13395.31,13081.0,13109.0,422.408247
BTCUSDT,201801150500,20180115,500,13130.52,13395.0,13100.0,13357.98,503.519166
BTCUSDT,201801150600,20180115,600,13340.03,13395.0,13250.0,13265.0,333.336536
BTCUSDT,201801150700,20180115,700,13250.24,13474.51,13240.81,13452.0,305.989827
BTCUSDT,201801150800,20180115,800,13474.51,13600.8,13407.0,13474.99,569.639147
BTCUSDT,201801150900,20180115,900,13477.98,13733.52,13460.3,13689.94,469.651827
BTCUSDT,201801151000,20180115,1000,13689.94,13712.75,13423.85,13460.94,620.132541
BTCUSDT,201801151100,20180115,1100,13460.81,13519.89,13236.21,13307.48,612.851205
BTCUSDT,201801151200,20180115,1200,13315.01,13448.72,13215.56,13368.43,422.526559
BTCUSDT,201801151300,20180115,1300,13367.0,13580.0,13338.21,13550.0,377.626745
BTCUSDT,201801151400,20180115,1400,13550.0,13570.06,13384.58,13520.01,347.192754
BTCUSDT,201801151500,20180115,1500,13520.03,13736.4,13514.57,13730.01,438.348246
BTCUSDT,201801151600,20180115,1600,13730.0,13736.31,13251.0,13355.0,789.232487
BTCUSDT,201801151700,20180115,1700,13346.34,13480.61,13290.33,13381.1,682.864207
BTCUSDT,201801151800,20180115,1800,13381.1,13619.0,13354.0,13532.01,637.827092
BTCUSDT,201801151900,20180115,1900,13532.0,13720.05,13530.12,13650.0,576.921692
BTCUSDT,201801152000,20180115,2000,13660.01,13740.27,13147.79,13644.9,1189.745576
BTCUSDT,201801152100,20180115,2100,13645.0,14200.27,13520.17,14195.0,1089.092586
BTCUSDT,201801152200,20180115,2200,14190.03,14200.0,13914.84,14085.48,1074.91477
BTCUSDT,201801152300,20180115,2300,14067.03,14249.99,14038.02,14038.08,755.702926
BTCUSDT,201801160000,20180116,0,14059.99,14100.0,13900.0,13990.01,779.167043
BTCUSDT,201801160100,20180116,100,13990.01,14071.59,13825.0,14069.97,567.718369
BTCUSDT,201801160200,20180116,200,14041.42,14100.0,13770.0,13825.05,448.425035
BTCUSDT,201801160300,20180116,300,13801.05,13899.0,13755.0,13827.95,420.97896
BTCUSDT,201801160400,20180116,400,13811.01,13891.01,13655.21,13760.0,431.677583
BTCUSDT,201801160500,20180116,500,13774.97,13836.81,13556.99,13635.73,497.881665
BTCUSDT,201801160600,20180116,600,13635.73,13841.75,13590.24,13801.2,390.996571
BTCUSDT,201801160700,20180116,700,13801.34,13815.0,13677.33,13736.7,320.241921
BTCUSDT,201801160800,20180116,800,13736.7,13787.82,13340.64,13539.93,710.376345
BTCUSDT,201801160900,20180116,900,13500.0,13542.93,12900.08,13139.86,2001.071815
BTCUSDT,201801161000,20180116,1000,13143.97,13201.52,12501.0,12973.76,2351.343577
BTCUSDT,201801161100,20180116,1100,12973.76,13211.1,12644.7,13173.02,1742.142843
BTCUSDT,201801161200,20180116,1200,13170.0,13174.58,12751.98,12828.99,1023.458392
BTCUSDT,201801161300,20180116,1300,12829.98,12975.0,12802.05,12880.02,737.712562
BTCUSDT,201801161400,20180116,1400,12880.02,13169.0,12820.0,13055.0,637.643875
BTCUSDT,201801161500,20180116,1500,13055.0,13111.0,12835.5,13032.24,608.831289
BTCUSDT,201801161600,20180116,1600,13030.03,13114.16,12222.0,12347.32,1402.338282
BTCUSDT,201801161700,20180116,1700,12340.0,12488.0,11041.0,11838.66,6387.366288
BTCUSDT,201801161800,20180116,1800,11807.46,11884.81,10620.88,10900.01,4754.971815
BTCUSDT,201801161900,20180116,1900,10900.02,12008.38,10900.02,11669.98,4006.568153
BTCUSDT,201801162000,20180116,2000,11666.01,12250.0,11571.2,12127.16,2231.354843
BTCUSDT,201801162100,20180116,2100,12140.0,12200.0,11394.29,11760.0,2390.98978
BTCUSDT,201801162200,20180116,2200,11760.01,11934.63,11000.0,11288.82,2356.380176
BTCUSDT,201801162300,20180116,2300,11286.97,11800.0,11200.0,11630.01,1962.836157
BTCUSDT,201801170000,20180117,0,11630.02,12050.0,11457.0,11964.02,1389.655034
BTCUSDT,201801170100,20180117,100,11963.9,11988.47,11455.0,11611.01,1238.735218
BTCUSDT,201801170200,20180117,200,11611.02,11704.96,10878.0,10910.88,2129.720952
BTCUSDT,201801170300,20180117,300,10898.21,11300.0,10575.35,10993.18,3231.354408
BTCUSDT,201801170400,20180117,400,10993.13,11523.3,10950.0,11064.52,1688.661981
BTCUSDT,201801170500,20180117,500,11082.12,11281.13,10548.0,10650.18,1723.093272
BTCUSDT,201801170600,20180117,600,10680.27,10944.57,9880.0,10049.0,5098.616075
BTCUSDT,201801170700,20180117,700,10040.0,11439.0,9035.0,10674.38,7677.152868
BTCUSDT,201801170800,20180117,800,10690.0,11430.0,10150.0,10900.0,4629.16952
BTCUSDT,201801170900,20180117,900,10899.99,11488.88,10593.0,10700.07,4251.582443
BTCUSDT,201801171000,20180117,1000,10700.0,11126.43,10635.0,10670.68,2335.781972
BTCUSDT,201801171100,20180117,1100,10670.63,10958.31,10280.0,10500.0,2301.603912
BTCUSDT,201801171200,20180117,1200,10490.0,10562.26,9777.0,10415.99,3982.866639
BTCUSDT,201801171300,20180117,1300,10415.99,10915.92,9950.55,10569.89,2777.33745
BTCUSDT,201801171400,20180117,1400,10538.1,10620.9,10111.0,10539.99,1947.528258
BTCUSDT,201801171500,20180117,1500,10534.04,11111.0,10517.0,10777.0,2204.038314
BTCUSDT,201801171600,20180117,1600,10785.56,10950.02,10660.0,10765.01,1321.250627
BTCUSDT,201801171700,20180117,1700,10777.93,10799.78,10250.0,10522.04,2041.943173
BTCUSDT,201801171800,20180117,1800,10522.04,10536.21,9910.0,10250.0,2010.836802
BTCUSDT,201801171900,20180117,1900,10255.01,10299.92,9587.99,9709.95,2968.205485
BTCUSDT,201801172000,20180117,2000,9709.95,10360.0,9679.38,9808.14,2681.358689
BTCUSDT,201801172100,20180117,2100,9850.76,10333.01,9711.95,10030.01,2002.724936
BTCUSDT,201801172200,20180117,2200,10030.01,10173.25,9720.0,9720.0,1904.940221
BTCUSDT,201801172300,20180117,2300,9722.0,9856.24,9112.0,9160.02,5208.712277
BTCUSDT,201801180000,20180118,0,9160.03,9525.01,9037.94,9227.47,4904.359092
BTCUSDT,201801180100,20180118,100,9227.46,10295.0,9150.01,10287.97,4679.583691
BTCUSDT,201801180200,20180118,200,10287.97,10349.95,9500.45,9849.99,3533.60154
BTCUSDT,201801180300,20180118,300,9840.01,9896.0,9620.03,9650.0,1408.418696
BTCUSDT,201801180400,20180118,400,9651.0,10600.83,9640.0,10390.0,2132.164746
BTCUSDT,201801180500,20180118,500,10366.0,11080.0,10181.89,10901.06,3956.793791
BTCUSDT,201801180600,20180118,600,10901.07,11487.0,10570.31,11419.0,3723.749042
BTCUSDT,201801180700,20180118,700,11419.0,11680.99,10509.75,10650.48,4584.939539
BTCUSDT,201801180800,20180118,800,10699.99,11150.0,10351.02,10988.79,3467.475311
BTCUSDT,201801180900,20180118,900,10972.59,11159.0,10650.0,11150.0,2113.218595
