data,time,ticker,open,high,low,close,volume
20200227,0602,BTCUSDT,8812.19000000,8817.56000000,8811.13000000,8817.47000000,17.57258600
20200227,0603,BTCUSDT,8817.45000000,8820.88000000,8815.06000000,8820.66000000,18.33611000
20200227,0604,BTCUSDT,8820.65000000,8823.42000000,8813.00000000,8813.50000000,19.54876900
20200227,0605,BTCUSDT,8813.48000000,8813.50000000,8806.64000000,8807.87000000,20.53377700
20200227,0606,BTCUSDT,8807.58000000,8808.96000000,8806.09000000,8807.94000000,15.45943300
20200227,0607,BTCUSDT,8807.69000000,8820.00000000,8806.64000000,8818.37000000,16.52296900
20200227,0608,BTCUSDT,8818.37000000,8824.11000000,8817.36000000,8822.72000000,9.63023500
20200227,0609,BTCUSDT,8821.00000000,8823.60000000,8819.60000000,8819.70000000,15.19669700
20200227,0610,BTCUSDT,8819.64000000,8822.95000000,8819.00000000,8822.22000000,8.74537100
20200227,0611,BTCUSDT,8821.37000000,8826.42000000,8819.92000000,8821.77000000,13.49517200
20200227,0612,BTCUSDT,8822.98000000,8833.08000000,8822.44000000,8833.01000000,17.08106300
20200227,0613,BTCUSDT,8833.00000000,8834.68000000,8823.02000000,8823.76000000,29.41985900
20200227,0614,BTCUSDT,8823.82000000,8825.67000000,8823.33000000,8824.85000000,11.99781400
20200227,0615,BTCUSDT,8824.59000000,8825.00000000,8822.64000000,8823.97000000,10.31517300
20200227,0616,BTCUSDT,8824.33000000,8835.00000000,8822.13000000,8835.00000000,33.18348300
20200227,0617,BTCUSDT,8834.97000000,8835.00000000,8827.62000000,8829.15000000,14.52592700
20200227,0618,BTCUSDT,8828.07000000,8831.19000000,8826.36000000,8828.27000000,11.46831000
20200227,0619,BTCUSDT,8828.76000000,8828.76000000,8820.00000000,8821.52000000,18.31214500
20200227,0620,BTCUSDT,8820.13000000,8821.29000000,8816.12000000,8818.95000000,20.27372100
20200227,0621,BTCUSDT,8820.17000000,8820.49000000,8807.53000000,8811.80000000,48.04470400
20200227,0622,BTCUSDT,8811.65000000,8815.22000000,8807.91000000,8808.03000000,12.36251700
20200227,0623,BTCUSDT,8808.00000000,8814.58000000,8797.07000000,8800.47000000,25.03070100
20200227,0624,BTCUSDT,8800.01000000,8805.89000000,8792.36000000,8800.37000000,30.70949400
20200227,0625,BTCUSDT,8800.37000000,8808.97000000,8793.90000000,8795.20000000,38.49714900
20200227,0626,BTCUSDT,8795.87000000,8800.00000000,8793.90000000,8797.14000000,24.78513300
20200227,0627,BTCUSDT,8797.16000000,8800.00000000,8796.51000000,8799.93000000,19.97253600
20200227,0628,BTCUSDT,8799.89000000,8811.16000000,8798.93000000,8809.46000000,29.94656100
20200227,0629,BTCUSDT,8808.08000000,8810.82000000,8800.00000000,8802.18000000,23.23767600
20200227,0630,BTCUSDT,8802.55000000,8802.89000000,8794.03000000,8795.73000000,41.25839600
20200227,0631,BTCUSDT,8795.73000000,8796.97000000,8787.35000000,8789.99000000,30.95389700
20200227,0632,BTCUSDT,8789.74000000,8795.27000000,8789.62000000,8790.86000000,13.36705500
20200227,0633,BTCUSDT,8791.33000000,8791.34000000,8775.28000000,8776.64000000,21.48520700
20200227,0634,BTCUSDT,8776.50000000,8786.14000000,8765.00000000,8779.52000000,101.37778800
20200227,0635,BTCUSDT,8779.00000000,8779.00000000,8762.66000000,8763.71000000,36.41122400
20200227,0636,BTCUSDT,8765.37000000,8777.28000000,8757.09000000,8773.82000000,116.40437700
20200227,0637,BTCUSDT,8773.47000000,8776.88000000,8767.56000000,8770.00000000,36.13771700
20200227,0638,BTCUSDT,8770.00000000,8780.47000000,8769.99000000,8777.54000000,28.33207800
20200227,0639,BTCUSDT,8777.00000000,8777.00000000,8771.41000000,8773.34000000,15.59215400
20200227,0640,BTCUSDT,8774.40000000,8795.80000000,8773.35000000,8780.68000000,43.82489900
20200227,0641,BTCUSDT,8779.83000000,8787.50000000,8777.48000000,8785.30000000,19.19083200
20200227,0642,BTCUSDT,8785.31000000,8799.49000000,8781.11000000,8797.66000000,21.39488700
20200227,0643,BTCUSDT,8797.72000000,8799.95000000,8794.16000000,8794.49000000,24.84953000
20200227,0644,BTCUSDT,8794.68000000,8797.26000000,8788.00000000,8788.00000000,13.88958500
20200227,0645,BTCUSDT,8788.42000000,8796.38000000,8786.74000000,8793.47000000,25.50143200
20200227,0646,BTCUSDT,8793.55000000,8796.79000000,8792.66000000,8795.96000000,16.23489000
20200227,0647,BTCUSDT,8795.93000000,8797.61000000,8768.02000000,8769.40000000,71.79728500
20200227,0648,BTCUSDT,8769.88000000,8770.42000000,8757.02000000,8759.18000000,23.70284400
20200227,0649,BTCUSDT,8759.04000000,8781.16000000,8759.00000000,8775.37000000,34.53180900
20200227,0650,BTCUSDT,8772.76000000,8776.26000000,8759.00000000,8766.53000000,42.52245800
20200227,0651,BTCUSDT,8766.53000000,8767.71000000,8750.00000000,8750.00000000,62.88842700
20200227,0652,BTCUSDT,8750.00000000,8757.02000000,8750.00000000,8753.70000000,88.41974900
20200227,0653,BTCUSDT,8752.66000000,8758.44000000,8750.01000000,8752.12000000,17.31318900
20200227,0654,BTCUSDT,8753.88000000,8754.31000000,8750.00000000,8752.22000000,18.23465500
20200227,0655,BTCUSDT,8751.60000000,8752.00000000,8742.01000000,8749.54000000,101.03667700
20200227,0656,BTCUSDT,8749.50000000,8765.59000000,8746.15000000,8762.02000000,82.61852300
20200227,0657,BTCUSDT,8761.69000000,8764.35000000,8759.75000000,8760.20000000,18.17937200
20200227,0658,BTCUSDT,8760.21000000,8763.40000000,8757.88000000,8758.85000000,17.92760500
20200227,0659,BTCUSDT,8759.04000000,8761.59000000,8747.48000000,8748.21000000,15.96540500
20200227,0700,BTCUSDT,8748.14000000,8748.74000000,8742.95000000,8743.03000000,21.88842400
20200227,0701,BTCUSDT,8743.03000000,8744.67000000,8723.27000000,8725.00000000,72.05292400
20200227,0702,BTCUSDT,8725.00000000,8727.19000000,8713.03000000,8716.47000000,61.67007300
20200227,0703,BTCUSDT,8719.81000000,8720.00000000,8713.30000000,8718.70000000,30.58751400
20200227,0704,BTCUSDT,8718.43000000,8762.00000000,8716.52000000,8759.67000000,141.57405900
20200227,0705,BTCUSDT,8762.00000000,8781.98000000,8753.24000000,8767.55000000,120.84453200
20200227,0706,BTCUSDT,8767.52000000,8799.00000000,8763.48000000,8788.68000000,92.01843600
20200227,0707,BTCUSDT,8788.64000000,8800.00000000,8781.82000000,8800.00000000,35.08330300
20200227,0708,BTCUSDT,8800.00000000,8811.34000000,8796.03000000,8805.00000000,114.42005000
20200227,0709,BTCUSDT,8803.51000000,8805.00000000,8788.55000000,8794.93000000,27.25361600
20200227,0710,BTCUSDT,8796.62000000,8796.62000000,8779.60000000,8785.00000000,31.01250800
20200227,0711,BTCUSDT,8785.01000000,8785.01000000,8778.33000000,8782.15000000,29.37629300
20200227,0712,BTCUSDT,8781.73000000,8782.15000000,8776.61000000,8781.29000000,22.26475200
20200227,0713,BTCUSDT,8781.29000000,8794.54000000,8772.10000000,8794.54000000,39.62833200
20200227,0714,BTCUSDT,8793.06000000,8804.99000000,8793.06000000,8802.66000000,27.93645500
20200227,0715,BTCUSDT,8804.68000000,8807.00000000,8802.19000000,8806.98000000,43.77493600
20200227,0716,BTCUSDT,8807.00000000,8807.00000000,8805.14000000,8806.46000000,29.19065800
20200227,0717,BTCUSDT,8806.52000000,8807.00000000,8803.80000000,8806.94000000,15.93450800
20200227,0718,BTCUSDT,8806.94000000,8810.22000000,8802.70000000,8803.30000000,50.46065700
20200227,0719,BTCUSDT,8803.14000000,8803.83000000,8781.87000000,8782.20000000,68.66078600
20200227,0720,BTCUSDT,8782.21000000,8784.18000000,8770.18000000,8770.26000000,30.62197900
20200227,0721,BTCUSDT,8770.27000000,8775.12000000,8768.84000000,8773.13000000,18.49229800
20200227,0722,BTCUSDT,8771.79000000,8778.85000000,8768.63000000,8775.18000000,20.84169100
20200227,0723,BTCUSDT,8771.53000000,8775.06000000,8769.94000000,8771.84000000,11.41020400
20200227,0724,BTCUSDT,8770.34000000,8772.00000000,8767.96000000,8768.26000000,9.04227900
20200227,0725,BTCUSDT,8768.26000000,8775.90000000,8768.23000000,8773.22000000,19.68956600
20200227,0726,BTCUSDT,8773.25000000,8786.00000000,8773.24000000,8784.53000000,24.63270200
20200227,0727,BTCUSDT,8785.93000000,8796.26000000,8784.72000000,8793.15000000,14.30790700
20200227,0728,BTCUSDT,8793.26000000,8806.90000000,8793.26000000,8806.86000000,24.32781600
20200227,0729,BTCUSDT,8803.59000000,8806.77000000,8794.74000000,8794.74000000,27.31871100
20200227,0730,BTCUSDT,8794.76000000,8795.63000000,8790.63000000,8792.40000000,24.37861100
20200227,0731,BTCUSDT,8791.11000000,8793.37000000,8790.14000000,8791.70000000,13.38977300
20200227,0732,BTCUSDT,8790.63000000,8796.24000000,8790.00000000,8796.21000000,9.40772200
20200227,0733,BTCUSDT,8795.73000000,8797.00000000,8794.03000000,8797.00000000,13.27369600
20200227,0734,BTCUSDT,8797.00000000,8802.53000000,8796.92000000,8800.80000000,15.37419100
20200227,0735,BTCUSDT,8800.35000000,8817.60000000,8800.35000000,8814.07000000,34.27689900
20200227,0736,BTCUSDT,8814.16000000,8825.87000000,8813.24000000,8817.47000000,109.37418600
20200227,0737,BTCUSDT,8817.49000000,8831.54000000,8817.28000000,8820.00000000,56.32678700
20200227,0738,BTCUSDT,8820.00000000,8820.58000000,8810.43000000,8812.01000000,37.60855900
20200227,0739,BTCUSDT,8813.21000000,8813.29000000,8807.00000000,8809.87000000,109.24954600
20200227,0740,BTCUSDT,8810.00000000,8832.20000000,8808.42000000,8832.14000000,24.90611100
20200227,0741,BTCUSDT,8832.14000000,8835.00000000,8829.04000000,8832.69000000,17.24841300
20200227,0742,BTCUSDT,8832.93000000,8833.99000000,8823.93000000,8824.02000000,21.31822200
20200227,0743,BTCUSDT,8824.02000000,8825.02000000,8822.17000000,8822.17000000,18.96942900
20200227,0744,BTCUSDT,8822.33000000,8829.39000000,8821.26000000,8823.72000000,23.66264200
20200227,0745,BTCUSDT,8823.72000000,8827.54000000,8816.90000000,8816.90000000,18.93158700
20200227,0746,BTCUSDT,8817.14000000,8818.69000000,8802.34000000,8804.86000000,25.71979600
20200227,0747,BTCUSDT,8804.97000000,8806.99000000,8801.66000000,8804.90000000,23.04161500
20200227,0748,BTCUSDT,8805.56000000,8806.99000000,8803.80000000,8805.71000000,20.72557900
20200227,0749,BTCUSDT,8805.64000000,8817.02000000,8805.00000000,8816.54000000,36.95725300
20200227,0750,BTCUSDT,8815.87000000,8817.00000000,8807.39000000,8807.75000000,12.81833700
20200227,0751,BTCUSDT,8808.62000000,8810.77000000,8789.35000000,8801.91000000,40.18119000
20200227,0752,BTCUSDT,8802.00000000,8808.43000000,8795.09000000,8798.88000000,35.63075500
20200227,0753,BTCUSDT,8798.91000000,8803.52000000,8787.08000000,8790.10000000,15.52514000
20200227,0754,BTCUSDT,8790.05000000,8798.68000000,8785.92000000,8794.49000000,16.28869500
20200227,0755,BTCUSDT,8794.85000000,8800.74000000,8794.52000000,8800.63000000,28.75394600
20200227,0756,BTCUSDT,8800.49000000,8802.61000000,8797.51000000,8802.18000000,32.80779600
20200227,0757,BTCUSDT,8801.23000000,8803.79000000,8799.01000000,8799.70000000,13.18480400
20200227,0758,BTCUSDT,8799.63000000,8800.15000000,8798.36000000,8799.16000000,11.39965700
20200227,0759,BTCUSDT,8799.18000000,8799.18000000,8785.00000000,8785.00000000,18.99105800
20200227,0800,BTCUSDT,8785.00000000,8796.09000000,8781.10000000,8784.02000000,28.71596500
20200227,0801,BTCUSDT,8783.98000000,8793.14000000,8783.59000000,8791.93000000,14.92158500
20200227,0802,BTCUSDT,8791.93000000,8804.33000000,8791.07000000,8801.39000000,15.63776200
20200227,0803,BTCUSDT,8801.40000000,8813.94000000,8801.39000000,8813.82000000,27.90440000
20200227,0804,BTCUSDT,8813.83000000,8827.76000000,8810.29000000,8818.39000000,28.87479600
20200227,0805,BTCUSDT,8817.92000000,8824.73000000,8812.35000000,8817.72000000,19.62972100
20200227,0806,BTCUSDT,8816.72000000,8823.61000000,8812.23000000,8821.23000000,13.70363900
20200227,0807,BTCUSDT,8821.69000000,8823.89000000,8814.01000000,8819.35000000,26.47785300
20200227,0808,BTCUSDT,8819.29000000,8821.37000000,8817.00000000,8818.80000000,19.89999000
20200227,0809,BTCUSDT,8817.28000000,8819.29000000,8812.02000000,8814.48000000,21.24470400
20200227,0810,BTCUSDT,8814.36000000,8825.34000000,8814.36000000,8824.18000000,28.65762900
20200227,0811,BTCUSDT,8822.94000000,8826.70000000,8808.17000000,8810.58000000,34.94854500
20200227,0812,BTCUSDT,8810.63000000,8814.19000000,8800.00000000,8800.08000000,41.56807900
20200227,0813,BTCUSDT,8801.64000000,8803.38000000,8795.45000000,8799.17000000,17.65090300
20200227,0814,BTCUSDT,8799.47000000,8807.35000000,8792.83000000,8794.27000000,20.41353300
20200227,0815,BTCUSDT,8795.20000000,8798.52000000,8794.96000000,8795.93000000,11.22193100
20200227,0816,BTCUSDT,8795.86000000,8803.99000000,8792.38000000,8803.07000000,19.42842300
20200227,0817,BTCUSDT,8803.01000000,8804.14000000,8795.54000000,8797.20000000,17.46939000
20200227,0818,BTCUSDT,8797.20000000,8810.00000000,8797.20000000,8801.58000000,27.86631600
20200227,0819,BTCUSDT,8803.16000000,8807.94000000,8802.03000000,8805.14000000,8.20686700
20200227,0820,BTCUSDT,8805.10000000,8805.83000000,8796.16000000,8798.95000000,31.18363200
20200227,0821,BTCUSDT,8797.18000000,8799.99000000,8797.18000000,8798.10000000,8.48536800
20200227,0822,BTCUSDT,8798.26000000,8800.59000000,8798.09000000,8800.11000000,13.55229400
20200227,0823,BTCUSDT,8799.64000000,8807.00000000,8799.64000000,8804.37000000,18.38596300
20200227,0824,BTCUSDT,8804.37000000,8808.86000000,8802.93000000,8807.54000000,12.71300200
20200227,0825,BTCUSDT,8806.36000000,8819.99000000,8805.03000000,8815.52000000,32.96511200
20200227,0826,BTCUSDT,8815.57000000,8824.99000000,8814.10000000,8821.85000000,25.66480900
20200227,0827,BTCUSDT,8820.61000000,8824.31000000,8815.70000000,8821.05000000,11.62829600
20200227,0828,BTCUSDT,8821.05000000,8822.95000000,8809.73000000,8813.12000000,21.36352600
20200227,0829,BTCUSDT,8813.09000000,8826.38000000,8809.74000000,8825.81000000,29.11052100
20200227,0830,BTCUSDT,8826.66000000,8835.00000000,8825.26000000,8833.93000000,35.49747600
20200227,0831,BTCUSDT,8834.40000000,8839.00000000,8828.19000000,8831.75000000,57.46246100
20200227,0832,BTCUSDT,8832.54000000,8837.60000000,8825.92000000,8828.24000000,18.08476400
20200227,0833,BTCUSDT,8827.77000000,8831.73000000,8815.31000000,8819.99000000,35.53705900
20200227,0834,BTCUSDT,8819.86000000,8832.00000000,8813.17000000,8831.99000000,32.46391200
20200227,0835,BTCUSDT,8831.99000000,8832.32000000,8823.48000000,8825.00000000,30.46824700
20200227,0836,BTCUSDT,8825.00000000,8825.93000000,8814.10000000,8819.02000000,11.37434900
20200227,0837,BTCUSDT,8819.75000000,8820.37000000,8817.25000000,8819.86000000,17.63388600
20200227,0838,BTCUSDT,8819.87000000,8828.29000000,8819.87000000,8825.87000000,10.86025700
20200227,0839,BTCUSDT,8825.82000000,8827.36000000,8818.25000000,8820.90000000,20.80778800
20200227,0840,BTCUSDT,8820.62000000,8825.75000000,8819.15000000,8820.78000000,15.10427400
20200227,0841,BTCUSDT,8821.52000000,8821.68000000,8810.00000000,8814.29000000,25.95658600
20200227,0842,BTCUSDT,8813.91000000,8814.69000000,8798.57000000,8799.23000000,28.51546000
20200227,0843,BTCUSDT,8799.17000000,8804.10000000,8795.02000000,8797.05000000,17.30602500
20200227,0844,BTCUSDT,8798.57000000,8810.95000000,8797.06000000,8808.76000000,27.09603200
20200227,0845,BTCUSDT,8808.80000000,8810.05000000,8799.55000000,8801.95000000,33.80330800
20200227,0846,BTCUSDT,8801.99000000,8804.27000000,8794.01000000,8799.40000000,22.85653800
20200227,0847,BTCUSDT,8799.18000000,8800.00000000,8793.92000000,8798.49000000,19.43541700
20200227,0848,BTCUSDT,8797.24000000,8800.00000000,8795.17000000,8796.84000000,16.67699600
20200227,0849,BTCUSDT,8796.22000000,8804.35000000,8795.58000000,8804.35000000,24.44249500
20200227,0850,BTCUSDT,8803.29000000,8810.17000000,8795.78000000,8797.52000000,25.39583000
20200227,0851,BTCUSDT,8796.59000000,8807.78000000,8792.00000000,8803.70000000,23.17567100
20200227,0852,BTCUSDT,8803.45000000,8817.89000000,8801.08000000,8809.61000000,36.58883800
20200227,0853,BTCUSDT,8810.25000000,8815.33000000,8804.86000000,8804.87000000,18.27443200
20200227,0854,BTCUSDT,8804.87000000,8804.89000000,8798.65000000,8799.22000000,12.27789400
20200227,0855,BTCUSDT,8799.46000000,8799.46000000,8795.98000000,8796.25000000,8.36756400
20200227,0856,BTCUSDT,8796.21000000,8796.22000000,8781.65000000,8789.91000000,37.86379300
20200227,0857,BTCUSDT,8787.21000000,8796.82000000,8787.21000000,8791.46000000,17.46434900
20200227,0858,BTCUSDT,8792.20000000,8798.51000000,8790.01000000,8793.78000000,21.76475000
20200227,0859,BTCUSDT,8793.86000000,8795.07000000,8783.36000000,8785.25000000,18.99180100
20200227,0900,BTCUSDT,8786.00000000,8789.82000000,8781.01000000,8782.23000000,36.96556400
20200227,0901,BTCUSDT,8782.21000000,8787.70000000,8771.01000000,8780.01000000,58.26435900
20200227,0902,BTCUSDT,8779.41000000,8792.52000000,8777.04000000,8786.04000000,25.71630300
20200227,0903,BTCUSDT,8786.04000000,8787.28000000,8771.05000000,8773.25000000,19.30319200
20200227,0904,BTCUSDT,8772.41000000,8772.79000000,8753.00000000,8755.55000000,77.93565900
20200227,0905,BTCUSDT,8755.19000000,8759.84000000,8730.00000000,8735.68000000,140.81067500
20200227,0906,BTCUSDT,8731.09000000,8748.57000000,8730.00000000,8732.04000000,88.13196000
20200227,0907,BTCUSDT,8734.17000000,8740.00000000,8716.67000000,8725.20000000,184.10559800
20200227,0908,BTCUSDT,8729.80000000,8748.26000000,8722.98000000,8748.16000000,53.47774600
20200227,0909,BTCUSDT,8746.80000000,8750.00000000,8732.71000000,8735.74000000,52.92815500
20200227,0910,BTCUSDT,8737.00000000,8738.26000000,8729.01000000,8729.42000000,24.43143000
20200227,0911,BTCUSDT,8730.48000000,8750.00000000,8729.31000000,8750.00000000,35.93646100
20200227,0912,BTCUSDT,8747.65000000,8761.02000000,8746.59000000,8754.06000000,42.17454800
20200227,0913,BTCUSDT,8754.32000000,8756.31000000,8745.26000000,8746.96000000,22.84130900
20200227,0914,BTCUSDT,8746.93000000,8746.93000000,8740.12000000,8741.55000000,38.88802700
20200227,0915,BTCUSDT,8741.09000000,8755.35000000,8725.00000000,8727.44000000,60.97074900
20200227,0916,BTCUSDT,8725.29000000,8731.66000000,8700.00000000,8710.08000000,267.15550300
20200227,0917,BTCUSDT,8710.65000000,8712.72000000,8691.08000000,8705.21000000,163.13772600
20200227,0918,BTCUSDT,8705.13000000,8705.98000000,8690.00000000,8698.46000000,82.94074600
20200227,0919,BTCUSDT,8698.53000000,8709.97000000,8695.26000000,8709.85000000,56.01166800
20200227,0920,BTCUSDT,8709.78000000,8710.00000000,8696.31000000,8697.40000000,43.75096200
20200227,0921,BTCUSDT,8697.40000000,8698.05000000,8681.69000000,8682.91000000,93.56429600
20200227,0922,BTCUSDT,8682.86000000,8694.54000000,8678.00000000,8681.00000000,62.81106000
20200227,0923,BTCUSDT,8681.00000000,8688.36000000,8679.14000000,8682.67000000,58.98451800
20200227,0924,BTCUSDT,8682.37000000,8694.02000000,8682.21000000,8688.78000000,25.53597000
20200227,0925,BTCUSDT,8688.77000000,8692.90000000,8682.03000000,8686.86000000,32.27034500
20200227,0926,BTCUSDT,8686.21000000,8697.12000000,8684.93000000,8695.48000000,33.22157000
20200227,0927,BTCUSDT,8695.47000000,8713.19000000,8695.00000000,8712.98000000,41.46879000
20200227,0928,BTCUSDT,8713.13000000,8722.39000000,8711.77000000,8715.09000000,53.26882400
20200227,0929,BTCUSDT,8713.88000000,8717.77000000,8698.73000000,8701.44000000,32.36207900
20200227,0930,BTCUSDT,8701.43000000,8703.11000000,8683.19000000,8688.40000000,49.88482600
20200227,0931,BTCUSDT,8687.58000000,8695.26000000,8671.00000000,8675.85000000,99.34303300
20200227,0932,BTCUSDT,8675.42000000,8689.92000000,8668.02000000,8683.82000000,94.50336900
20200227,0933,BTCUSDT,8684.10000000,8690.00000000,8676.38000000,8677.56000000,32.72962600
20200227,0934,BTCUSDT,8676.85000000,8678.72000000,8667.07000000,8674.57000000,65.88811000
20200227,0935,BTCUSDT,8674.57000000,8676.50000000,8659.79000000,8665.35000000,102.06457200
20200227,0936,BTCUSDT,8666.84000000,8672.43000000,8655.00000000,8655.40000000,173.35311600
20200227,0937,BTCUSDT,8655.35000000,8666.47000000,8646.00000000,8659.55000000,368.67096600
20200227,0938,BTCUSDT,8661.23000000,8663.12000000,8647.79000000,8658.78000000,94.27676700
20200227,0939,BTCUSDT,8659.55000000,8664.67000000,8638.01000000,8640.57000000,131.67298200
20200227,0940,BTCUSDT,8641.27000000,8644.95000000,8631.94000000,8638.43000000,127.69747000
20200227,0941,BTCUSDT,8639.62000000,8639.75000000,8627.94000000,8636.65000000,93.08457700
20200227,0942,BTCUSDT,8636.65000000,8636.65000000,8628.18000000,8633.55000000,46.36427200
20200227,0943,BTCUSDT,8633.63000000,8663.69000000,8633.63000000,8659.59000000,205.09134800
20200227,0944,BTCUSDT,8659.63000000,8661.42000000,8635.04000000,8639.74000000,49.68225400
20200227,0945,BTCUSDT,8639.74000000,8643.42000000,8628.69000000,8636.87000000,42.82113600
20200227,0946,BTCUSDT,8634.43000000,8644.09000000,8628.73000000,8641.96000000,37.66524400
20200227,0947,BTCUSDT,8641.96000000,8669.13000000,8641.32000000,8667.70000000,58.07510300
20200227,0948,BTCUSDT,8665.02000000,8668.10000000,8655.21000000,8662.89000000,75.91589700
20200227,0949,BTCUSDT,8663.11000000,8666.66000000,8657.11000000,8666.65000000,36.52132300
20200227,0950,BTCUSDT,8666.65000000,8688.72000000,8666.46000000,8681.70000000,98.73163100
20200227,0951,BTCUSDT,8683.44000000,8683.69000000,8666.69000000,8669.13000000,38.76497400
20200227,0952,BTCUSDT,8668.44000000,8676.70000000,8658.00000000,8662.87000000,233.34747800
20200227,0953,BTCUSDT,8662.80000000,8676.81000000,8661.20000000,8664.09000000,68.61756300
20200227,0954,BTCUSDT,8665.61000000,8669.91000000,8655.31000000,8658.04000000,20.70180100
20200227,0955,BTCUSDT,8655.59000000,8657.08000000,8642.33000000,8646.06000000,42.04916200
20200227,0956,BTCUSDT,8646.79000000,8659.80000000,8646.25000000,8648.90000000,44.91061600
20200227,0957,BTCUSDT,8648.90000000,8656.40000000,8635.63000000,8635.78000000,73.24651300
20200227,0958,BTCUSDT,8635.65000000,8637.07000000,8621.10000000,8621.10000000,209.32500200
20200227,0959,BTCUSDT,8622.10000000,8647.00000000,8615.97000000,8646.87000000,239.10413800
20200227,1000,BTCUSDT,8646.71000000,8652.51000000,8642.21000000,8649.61000000,136.31555800
20200227,1001,BTCUSDT,8649.37000000,8649.81000000,8628.05000000,8628.10000000,48.92109900
20200227,1002,BTCUSDT,8628.04000000,8631.79000000,8601.00000000,8614.70000000,247.71058000
20200227,1003,BTCUSDT,8614.71000000,8619.13000000,8606.92000000,8607.80000000,60.27690700
20200227,1004,BTCUSDT,8608.02000000,8610.87000000,8586.00000000,8590.62000000,493.28646500
20200227,1005,BTCUSDT,8590.23000000,8602.11000000,8572.10000000,8588.00000000,263.13641600
